timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1733347117433,3,Get characters,200,OK,Thread Group 100 1-1,text,true,,318,129,1,1,http://localhost:3001/characters,3,0,1
1733347117438,1,Create character,200,OK,Thread Group 100 1-1,text,true,,235,242,1,1,http://localhost:3001/character,1,0,0
1733347117439,1,Get character by id,200,OK,Thread Group 100 1-1,text,true,,235,130,1,1,http://localhost:3001/character/4,1,0,0
1733347117440,2,Modify character,200,OK,Thread Group 100 1-1,text,true,,235,241,2,2,http://localhost:3001/character/4,2,0,0
1733347117442,1,Delete character,200,OK,Thread Group 100 1-1,text,true,,249,216,2,2,http://localhost:3001/character/4,1,0,0
1733347117442,3,Get characters,200,OK,Thread Group 100 1-2,text,true,,318,129,1,1,http://localhost:3001/characters,3,0,0
1733347117446,1,Create character,200,OK,Thread Group 100 1-2,text,true,,235,242,1,1,http://localhost:3001/character,1,0,0
1733347117448,2,Get character by id,200,OK,Thread Group 100 1-2,text,true,,235,130,1,1,http://localhost:3001/character/4,2,0,0
1733347117451,2,Modify character,200,OK,Thread Group 100 1-2,text,true,,235,241,2,2,http://localhost:3001/character/4,2,0,0
1733347117452,4,Get characters,200,OK,Thread Group 100 1-3,text,true,,321,129,2,2,http://localhost:3001/characters,4,0,1
1733347117457,1,Delete character,200,OK,Thread Group 100 1-2,text,true,,249,216,2,2,http://localhost:3001/character/4,1,0,0
1733347117456,3,Create character,200,OK,Thread Group 100 1-3,text,true,,235,242,2,2,http://localhost:3001/character,3,0,0
1733347117460,0,Get character by id,200,OK,Thread Group 100 1-3,text,true,,235,130,2,2,http://localhost:3001/character/4,0,0,0
1733347117461,4,Modify character,200,OK,Thread Group 100 1-3,text,true,,235,241,2,2,http://localhost:3001/character/4,4,0,0
1733347117464,3,Get characters,200,OK,Thread Group 100 1-4,text,true,,321,129,2,2,http://localhost:3001/characters,3,0,0
1733347117465,3,Delete character,200,OK,Thread Group 100 1-3,text,true,,249,216,2,2,http://localhost:3001/character/4,3,0,0
1733347117467,3,Create character,200,OK,Thread Group 100 1-4,text,true,,235,242,1,1,http://localhost:3001/character,3,0,0
1733347117470,1,Get character by id,200,OK,Thread Group 100 1-4,text,true,,235,130,1,1,http://localhost:3001/character/4,1,0,0
1733347117471,1,Modify character,200,OK,Thread Group 100 1-4,text,true,,235,241,2,2,http://localhost:3001/character/4,1,0,0
1733347117473,1,Delete character,200,OK,Thread Group 100 1-4,text,true,,249,216,2,2,http://localhost:3001/character/4,1,0,0
1733347117472,3,Get characters,200,OK,Thread Group 100 1-5,text,true,,318,129,1,1,http://localhost:3001/characters,3,0,1
1733347117475,2,Create character,200,OK,Thread Group 100 1-5,text,true,,235,242,1,1,http://localhost:3001/character,1,0,0
1733347117477,1,Get character by id,200,OK,Thread Group 100 1-5,text,true,,235,130,1,1,http://localhost:3001/character/4,1,0,0
1733347117478,1,Modify character,200,OK,Thread Group 100 1-5,text,true,,235,241,1,1,http://localhost:3001/character/4,1,0,0
1733347117479,1,Delete character,200,OK,Thread Group 100 1-5,text,true,,249,216,1,1,http://localhost:3001/character/4,1,0,0
1733347117483,1,Get characters,200,OK,Thread Group 100 1-6,text,true,,318,129,1,1,http://localhost:3001/characters,1,0,0
1733347117484,2,Create character,200,OK,Thread Group 100 1-6,text,true,,235,242,1,1,http://localhost:3001/character,2,0,0
1733347117486,1,Get character by id,200,OK,Thread Group 100 1-6,text,true,,235,130,1,1,http://localhost:3001/character/4,1,0,0
1733347117487,2,Modify character,200,OK,Thread Group 100 1-6,text,true,,235,241,1,1,http://localhost:3001/character/4,2,0,0
1733347117489,2,Delete character,200,OK,Thread Group 100 1-6,text,true,,249,216,1,1,http://localhost:3001/character/4,2,0,0
1733347117492,2,Get characters,200,OK,Thread Group 100 1-7,text,true,,318,129,1,1,http://localhost:3001/characters,2,0,1
1733347117494,3,Create character,200,OK,Thread Group 100 1-7,text,true,,235,242,1,1,http://localhost:3001/character,3,0,0
1733347117497,1,Get character by id,200,OK,Thread Group 100 1-7,text,true,,235,130,1,1,http://localhost:3001/character/4,1,0,0
1733347117498,2,Modify character,200,OK,Thread Group 100 1-7,text,true,,235,241,1,1,http://localhost:3001/character/4,2,0,0
1733347117500,2,Delete character,200,OK,Thread Group 100 1-7,text,true,,249,216,1,1,http://localhost:3001/character/4,2,0,0
1733347117502,3,Get characters,200,OK,Thread Group 100 1-8,text,true,,318,129,1,1,http://localhost:3001/characters,3,0,0
1733347117505,1,Create character,200,OK,Thread Group 100 1-8,text,true,,235,242,1,1,http://localhost:3001/character,1,0,0
1733347117506,2,Get character by id,200,OK,Thread Group 100 1-8,text,true,,235,130,1,1,http://localhost:3001/character/4,2,0,0
1733347117508,1,Modify character,200,OK,Thread Group 100 1-8,text,true,,235,241,1,1,http://localhost:3001/character/4,1,0,0
1733347117509,1,Delete character,200,OK,Thread Group 100 1-8,text,true,,249,216,1,1,http://localhost:3001/character/4,1,0,0
1733347117513,3,Get characters,200,OK,Thread Group 100 1-9,text,true,,318,129,1,1,http://localhost:3001/characters,3,0,0
1733347117516,1,Create character,200,OK,Thread Group 100 1-9,text,true,,235,242,1,1,http://localhost:3001/character,1,0,0
1733347117517,1,Get character by id,200,OK,Thread Group 100 1-9,text,true,,235,130,1,1,http://localhost:3001/character/4,1,0,0
1733347117519,1,Modify character,200,OK,Thread Group 100 1-9,text,true,,235,241,1,1,http://localhost:3001/character/4,1,0,0
1733347117520,3,Delete character,200,OK,Thread Group 100 1-9,text,true,,249,216,1,1,http://localhost:3001/character/4,3,0,0
1733347117523,3,Get characters,200,OK,Thread Group 100 1-10,text,true,,318,129,1,1,http://localhost:3001/characters,3,0,1
1733347117526,1,Create character,200,OK,Thread Group 100 1-10,text,true,,235,242,1,1,http://localhost:3001/character,1,0,0
1733347117527,2,Get character by id,200,OK,Thread Group 100 1-10,text,true,,235,130,1,1,http://localhost:3001/character/4,2,0,0
1733347117529,1,Modify character,200,OK,Thread Group 100 1-10,text,true,,235,241,1,1,http://localhost:3001/character/4,1,0,0
1733347117530,2,Delete character,200,OK,Thread Group 100 1-10,text,true,,249,216,1,1,http://localhost:3001/character/4,2,0,0
1733347117533,3,Get characters,200,OK,Thread Group 100 1-11,text,true,,318,129,1,1,http://localhost:3001/characters,3,0,2
1733347117536,2,Create character,200,OK,Thread Group 100 1-11,text,true,,235,242,1,1,http://localhost:3001/character,2,0,0
1733347117538,1,Get character by id,200,OK,Thread Group 100 1-11,text,true,,235,130,1,1,http://localhost:3001/character/4,1,0,0
1733347117539,2,Modify character,200,OK,Thread Group 100 1-11,text,true,,235,241,1,1,http://localhost:3001/character/4,2,0,0
1733347117541,1,Delete character,200,OK,Thread Group 100 1-11,text,true,,249,216,2,2,http://localhost:3001/character/4,1,0,0
1733347117543,2,Get characters,200,OK,Thread Group 100 1-12,text,true,,318,129,1,1,http://localhost:3001/characters,2,0,0
1733347117545,2,Create character,200,OK,Thread Group 100 1-12,text,true,,235,242,1,1,http://localhost:3001/character,2,0,0
1733347117547,2,Get character by id,200,OK,Thread Group 100 1-12,text,true,,235,130,1,1,http://localhost:3001/character/4,2,0,0
1733347117549,3,Modify character,200,OK,Thread Group 100 1-12,text,true,,235,241,1,1,http://localhost:3001/character/4,3,0,0
1733347117552,1,Delete character,200,OK,Thread Group 100 1-12,text,true,,249,216,2,2,http://localhost:3001/character/4,1,0,0
1733347117556,3,Get characters,200,OK,Thread Group 100 1-13,text,true,,318,129,1,1,http://localhost:3001/characters,3,0,0
1733347117559,1,Create character,200,OK,Thread Group 100 1-13,text,true,,235,242,1,1,http://localhost:3001/character,1,0,0
1733347117560,1,Get character by id,200,OK,Thread Group 100 1-13,text,true,,235,130,1,1,http://localhost:3001/character/4,1,0,0
1733347117561,1,Modify character,200,OK,Thread Group 100 1-13,text,true,,235,241,1,1,http://localhost:3001/character/4,1,0,0
1733347117563,1,Delete character,200,OK,Thread Group 100 1-13,text,true,,249,216,1,1,http://localhost:3001/character/4,1,0,0
1733347117568,3,Get characters,200,OK,Thread Group 100 1-14,text,true,,318,129,1,1,http://localhost:3001/characters,3,0,1
1733347117571,4,Create character,200,OK,Thread Group 100 1-14,text,true,,235,242,2,2,http://localhost:3001/character,4,0,0
1733347117576,1,Get character by id,200,OK,Thread Group 100 1-14,text,true,,235,130,2,2,http://localhost:3001/character/4,1,0,0
1733347117577,2,Modify character,200,OK,Thread Group 100 1-14,text,true,,235,241,2,2,http://localhost:3001/character/4,2,0,0
1733347117575,4,Get characters,200,OK,Thread Group 100 1-15,text,true,,321,129,2,2,http://localhost:3001/characters,4,0,3
1733347117579,2,Create character,200,OK,Thread Group 100 1-15,text,true,,235,242,2,2,http://localhost:3001/character,2,0,0
1733347117580,3,Delete character,200,OK,Thread Group 100 1-14,text,true,,249,216,3,3,http://localhost:3001/character/4,3,0,0
1733347117582,2,Get character by id,200,OK,Thread Group 100 1-15,text,true,,235,130,3,3,http://localhost:3001/character/4,2,0,0
1733347117584,2,Modify character,200,OK,Thread Group 100 1-15,text,true,,235,241,2,2,http://localhost:3001/character/4,2,0,0
1733347117586,4,Delete character,200,OK,Thread Group 100 1-15,text,true,,249,216,2,2,http://localhost:3001/character/4,4,0,0
1733347117584,6,Get characters,200,OK,Thread Group 100 1-16,text,true,,318,129,2,2,http://localhost:3001/characters,6,0,1
1733347117590,2,Create character,200,OK,Thread Group 100 1-16,text,true,,235,242,1,1,http://localhost:3001/character,2,0,0
1733347117592,2,Get character by id,200,OK,Thread Group 100 1-16,text,true,,235,130,2,2,http://localhost:3001/character/4,2,0,0
1733347117593,3,Get characters,200,OK,Thread Group 100 1-17,text,true,,321,129,2,2,http://localhost:3001/characters,3,0,0
1733347117594,2,Modify character,200,OK,Thread Group 100 1-16,text,true,,235,241,2,2,http://localhost:3001/character/4,2,0,0
1733347117596,2,Create character,200,OK,Thread Group 100 1-17,text,true,,235,242,2,2,http://localhost:3001/character,2,0,0
1733347117596,3,Delete character,200,OK,Thread Group 100 1-16,text,true,,249,216,2,2,http://localhost:3001/character/4,3,0,0
1733347117598,3,Get character by id,200,OK,Thread Group 100 1-17,text,true,,235,130,1,1,http://localhost:3001/character/4,3,0,0
1733347117602,2,Modify character,200,OK,Thread Group 100 1-17,text,true,,235,241,1,1,http://localhost:3001/character/4,2,0,0
1733347117604,3,Delete character,200,OK,Thread Group 100 1-17,text,true,,249,216,2,2,http://localhost:3001/character/4,3,0,0
1733347117604,3,Get characters,200,OK,Thread Group 100 1-18,text,true,,318,129,1,1,http://localhost:3001/characters,3,0,0
1733347117607,1,Create character,200,OK,Thread Group 100 1-18,text,true,,235,242,1,1,http://localhost:3001/character,1,0,0
1733347117609,2,Get character by id,200,OK,Thread Group 100 1-18,text,true,,235,130,1,1,http://localhost:3001/character/4,2,0,0
1733347117611,2,Modify character,200,OK,Thread Group 100 1-18,text,true,,235,241,2,2,http://localhost:3001/character/4,2,0,0
1733347117613,1,Delete character,200,OK,Thread Group 100 1-18,text,true,,249,216,2,2,http://localhost:3001/character/4,1,0,0
1733347117613,3,Get characters,200,OK,Thread Group 100 1-19,text,true,,318,129,1,1,http://localhost:3001/characters,3,0,0
1733347117616,1,Create character,200,OK,Thread Group 100 1-19,text,true,,235,242,1,1,http://localhost:3001/character,1,0,0
1733347117617,2,Get character by id,200,OK,Thread Group 100 1-19,text,true,,235,130,1,1,http://localhost:3001/character/4,2,0,0
1733347117619,1,Modify character,200,OK,Thread Group 100 1-19,text,true,,235,241,1,1,http://localhost:3001/character/4,1,0,0
1733347117621,1,Delete character,200,OK,Thread Group 100 1-19,text,true,,249,216,1,1,http://localhost:3001/character/4,1,0,0
1733347117623,1,Get characters,200,OK,Thread Group 100 1-20,text,true,,318,129,1,1,http://localhost:3001/characters,1,0,0
1733347117625,1,Create character,200,OK,Thread Group 100 1-20,text,true,,235,242,1,1,http://localhost:3001/character,1,0,0
1733347117626,1,Get character by id,200,OK,Thread Group 100 1-20,text,true,,235,130,1,1,http://localhost:3001/character/4,1,0,0
1733347117628,1,Modify character,200,OK,Thread Group 100 1-20,text,true,,235,241,1,1,http://localhost:3001/character/4,1,0,0
1733347117629,2,Delete character,200,OK,Thread Group 100 1-20,text,true,,249,216,1,1,http://localhost:3001/character/4,2,0,0
1733347117635,3,Get characters,200,OK,Thread Group 100 1-21,text,true,,318,129,1,1,http://localhost:3001/characters,3,0,1
1733347117638,2,Create character,200,OK,Thread Group 100 1-21,text,true,,235,242,1,1,http://localhost:3001/character,1,0,0
1733347117640,2,Get character by id,200,OK,Thread Group 100 1-21,text,true,,235,130,1,1,http://localhost:3001/character/4,2,0,0
1733347117642,2,Modify character,200,OK,Thread Group 100 1-21,text,true,,235,241,1,1,http://localhost:3001/character/4,2,0,0
1733347117644,1,Delete character,200,OK,Thread Group 100 1-21,text,true,,249,216,2,2,http://localhost:3001/character/4,1,0,0
1733347117645,2,Get characters,200,OK,Thread Group 100 1-22,text,true,,318,129,1,1,http://localhost:3001/characters,2,0,1
1733347117648,1,Create character,200,OK,Thread Group 100 1-22,text,true,,235,242,1,1,http://localhost:3001/character,1,0,0
1733347117650,1,Get character by id,200,OK,Thread Group 100 1-22,text,true,,235,130,1,1,http://localhost:3001/character/4,1,0,0
1733347117652,1,Modify character,200,OK,Thread Group 100 1-22,text,true,,235,241,1,1,http://localhost:3001/character/4,1,0,0
1733347117653,1,Delete character,200,OK,Thread Group 100 1-22,text,true,,249,216,1,1,http://localhost:3001/character/4,1,0,0
1733347117655,3,Get characters,200,OK,Thread Group 100 1-23,text,true,,318,129,1,1,http://localhost:3001/characters,3,0,0
1733347117659,2,Create character,200,OK,Thread Group 100 1-23,text,true,,235,242,1,1,http://localhost:3001/character,2,0,0
1733347117661,3,Get character by id,200,OK,Thread Group 100 1-23,text,true,,235,130,2,2,http://localhost:3001/character/4,3,0,0
1733347117664,1,Modify character,200,OK,Thread Group 100 1-23,text,true,,235,241,2,2,http://localhost:3001/character/4,1,0,0
1733347117662,4,Get characters,200,OK,Thread Group 100 1-24,text,true,,321,129,2,2,http://localhost:3001/characters,4,0,1
1733347117666,1,Delete character,200,OK,Thread Group 100 1-23,text,true,,249,216,2,2,http://localhost:3001/character/4,1,0,0
1733347117666,2,Create character,200,OK,Thread Group 100 1-24,text,true,,235,242,1,1,http://localhost:3001/character,2,0,0
1733347117669,2,Get character by id,200,OK,Thread Group 100 1-24,text,true,,235,130,1,1,http://localhost:3001/character/4,2,0,0
1733347117671,1,Modify character,200,OK,Thread Group 100 1-24,text,true,,235,241,1,1,http://localhost:3001/character/4,1,0,0
1733347117672,3,Delete character,200,OK,Thread Group 100 1-24,text,true,,249,216,2,2,http://localhost:3001/character/4,1,0,0
1733347117674,4,Get characters,200,OK,Thread Group 100 1-25,text,true,,318,129,1,1,http://localhost:3001/characters,4,0,1
1733347117679,1,Create character,200,OK,Thread Group 100 1-25,text,true,,235,242,1,1,http://localhost:3001/character,1,0,0
1733347117680,1,Get character by id,200,OK,Thread Group 100 1-25,text,true,,235,130,1,1,http://localhost:3001/character/4,1,0,0
1733347117681,1,Modify character,200,OK,Thread Group 100 1-25,text,true,,235,241,1,1,http://localhost:3001/character/4,1,0,0
1733347117683,3,Delete character,200,OK,Thread Group 100 1-25,text,true,,249,216,2,2,http://localhost:3001/character/4,3,0,0
1733347117684,5,Get characters,200,OK,Thread Group 100 1-26,text,true,,318,129,1,1,http://localhost:3001/characters,5,0,2
1733347117689,2,Create character,200,OK,Thread Group 100 1-26,text,true,,235,242,1,1,http://localhost:3001/character,2,0,0
1733347117691,2,Get character by id,200,OK,Thread Group 100 1-26,text,true,,235,130,2,2,http://localhost:3001/character/4,2,0,0
1733347117694,1,Modify character,200,OK,Thread Group 100 1-26,text,true,,235,241,2,2,http://localhost:3001/character/4,1,0,0
1733347117693,4,Get characters,200,OK,Thread Group 100 1-27,text,true,,321,129,2,2,http://localhost:3001/characters,4,0,0
1733347117695,4,Delete character,200,OK,Thread Group 100 1-26,text,true,,249,216,2,2,http://localhost:3001/character/4,4,0,0
1733347117697,3,Create character,200,OK,Thread Group 100 1-27,text,true,,235,242,2,2,http://localhost:3001/character,3,0,0
1733347117700,3,Get character by id,200,OK,Thread Group 100 1-27,text,true,,235,130,2,2,http://localhost:3001/character/4,3,0,0
1733347117703,1,Modify character,200,OK,Thread Group 100 1-27,text,true,,235,241,2,2,http://localhost:3001/character/4,1,0,0
1733347117702,3,Get characters,200,OK,Thread Group 100 1-28,text,true,,321,129,2,2,http://localhost:3001/characters,3,0,1
1733347117705,1,Delete character,200,OK,Thread Group 100 1-27,text,true,,249,216,2,2,http://localhost:3001/character/4,1,0,0
1733347117705,2,Create character,200,OK,Thread Group 100 1-28,text,true,,235,242,1,1,http://localhost:3001/character,2,0,0
1733347117707,1,Get character by id,200,OK,Thread Group 100 1-28,text,true,,235,130,1,1,http://localhost:3001/character/4,1,0,0
1733347117709,1,Modify character,200,OK,Thread Group 100 1-28,text,true,,235,241,1,1,http://localhost:3001/character/4,1,0,0
1733347117710,1,Delete character,200,OK,Thread Group 100 1-28,text,true,,249,216,1,1,http://localhost:3001/character/4,1,0,0
1733347117713,2,Get characters,200,OK,Thread Group 100 1-29,text,true,,318,129,1,1,http://localhost:3001/characters,2,0,0
1733347117715,1,Create character,200,OK,Thread Group 100 1-29,text,true,,235,242,1,1,http://localhost:3001/character,1,0,0
1733347117717,1,Get character by id,200,OK,Thread Group 100 1-29,text,true,,235,130,1,1,http://localhost:3001/character/4,1,0,0
1733347117718,2,Modify character,200,OK,Thread Group 100 1-29,text,true,,235,241,1,1,http://localhost:3001/character/4,2,0,0
1733347117720,1,Delete character,200,OK,Thread Group 100 1-29,text,true,,249,216,1,1,http://localhost:3001/character/4,1,0,0
1733347117723,2,Get characters,200,OK,Thread Group 100 1-30,text,true,,318,129,1,1,http://localhost:3001/characters,2,0,0
1733347117725,1,Create character,200,OK,Thread Group 100 1-30,text,true,,235,242,1,1,http://localhost:3001/character,1,0,0
1733347117726,1,Get character by id,200,OK,Thread Group 100 1-30,text,true,,235,130,1,1,http://localhost:3001/character/4,1,0,0
1733347117727,1,Modify character,200,OK,Thread Group 100 1-30,text,true,,235,241,1,1,http://localhost:3001/character/4,1,0,0
1733347117729,1,Delete character,200,OK,Thread Group 100 1-30,text,true,,249,216,1,1,http://localhost:3001/character/4,1,0,0
1733347117735,2,Get characters,200,OK,Thread Group 100 1-31,text,true,,318,129,1,1,http://localhost:3001/characters,2,0,0
1733347117737,1,Create character,200,OK,Thread Group 100 1-31,text,true,,235,242,1,1,http://localhost:3001/character,1,0,0
1733347117738,2,Get character by id,200,OK,Thread Group 100 1-31,text,true,,235,130,1,1,http://localhost:3001/character/4,2,0,0
1733347117740,1,Modify character,200,OK,Thread Group 100 1-31,text,true,,235,241,1,1,http://localhost:3001/character/4,1,0,0
1733347117741,1,Delete character,200,OK,Thread Group 100 1-31,text,true,,249,216,1,1,http://localhost:3001/character/4,1,0,0
1733347117743,4,Get characters,200,OK,Thread Group 100 1-32,text,true,,318,129,1,1,http://localhost:3001/characters,4,0,0
1733347117747,2,Create character,200,OK,Thread Group 100 1-32,text,true,,235,242,1,1,http://localhost:3001/character,2,0,0
1733347117750,1,Get character by id,200,OK,Thread Group 100 1-32,text,true,,235,130,1,1,http://localhost:3001/character/4,1,0,0
1733347117751,2,Modify character,200,OK,Thread Group 100 1-32,text,true,,235,241,2,2,http://localhost:3001/character/4,2,0,0
1733347117754,2,Delete character,200,OK,Thread Group 100 1-32,text,true,,249,216,2,2,http://localhost:3001/character/4,2,0,0
1733347117753,5,Get characters,200,OK,Thread Group 100 1-33,text,true,,318,129,1,1,http://localhost:3001/characters,5,0,0
1733347117758,1,Create character,200,OK,Thread Group 100 1-33,text,true,,235,242,1,1,http://localhost:3001/character,1,0,0
1733347117759,1,Get character by id,200,OK,Thread Group 100 1-33,text,true,,235,130,1,1,http://localhost:3001/character/4,1,0,0
1733347117760,1,Modify character,200,OK,Thread Group 100 1-33,text,true,,235,241,1,1,http://localhost:3001/character/4,1,0,0
1733347117761,2,Delete character,200,OK,Thread Group 100 1-33,text,true,,249,216,2,2,http://localhost:3001/character/4,2,0,0
1733347117763,2,Get characters,200,OK,Thread Group 100 1-34,text,true,,318,129,1,1,http://localhost:3001/characters,2,0,0
